customer_id,product_id,order_date,quantity,price,total_amount
30282,411,2025-02-19,3,91.79,0
30321,665,2024-12-11,3,477.17,0
30444,651,2024-12-24,4,61.91,0
30464,563,2024-07-01,2,483.96,0
31245,209,2024-07-25,1,96.75,0
31253,226,2024-12-11,3,428.95,0
31412,898,2024-06-17,2,279.81,0
31593,343,2025-02-16,1,415.49,0
31600,775,2025-02-19,2,367.94,0
31977,490,2024-04-01,5,371.84,0
32037,897,2024-11-07,5,25.55,0
32058,843,2024-05-27,3,57.32,0
32080,354,2024-05-13,4,21.6,0
32168,896,2024-09-29,4,479.12,0
32206,400,2024-10-13,4,40.78,0
32232,476,2024-09-23,1,234.56,0
32285,978,2024-08-23,1,127.53,0
32331,241,2025-01-23,2,487.93,0
32363,157,2024-04-19,1,60.16,0
32522,638,2024-11-17,4,422.48,0
32569,336,2025-02-06,2,336.89,0
32637,175,2024-07-15,3,101.45,0
32747,322,2024-06-30,1,24,0
32787,359,2024-12-05,5,88.57,0
32947,387,2025-01-10,2,308.41,0
32978,667,2024-11-11,4,478.17,0
33094,298,2024-08-12,2,387.05,0
33156,855,2025-03-16,3,301.07,0
33203,236,2024-05-31,5,366.17,0
33496,863,2024-09-24,5,174.83,0
33678,732,2024-04-01,1,380.08,0
33743,405,2024-12-24,3,405.54,0
33753,531,2024-08-18,3,477.5,0
33770,716,2025-03-10,1,433.99,0
33851,713,2024-11-13,5,83.92,0
33859,712,2025-01-26,4,334.68,0
33897,755,2024-06-11,1,323.43,0
34224,347,2025-01-27,5,410.38,0
34358,945,2025-01-16,1,27.65,0
34368,204,2024-07-31,3,475.53,0
34709,636,2024-10-28,2,115.08,0
34740,111,2024-07-04,3,163.74,0
35007,355,2024-06-09,2,149.77,0
35014,149,2024-07-28,1,54.19,0
35088,157,2024-08-14,5,305.28,0
35117,391,2025-02-24,5,224.84,0
35152,106,2025-03-01,1,87.9,0
35155,956,2024-11-19,2,496.93,0
35219,739,2025-01-03,4,410.06,0
35246,209,2024-10-11,3,152.68,0
35514,791,2024-08-12,4,216.69,0
35603,177,2024-08-15,4,228.81,0
35625,863,2024-11-24,2,19.35,0
35717,374,2025-03-10,1,239.35,0
35793,427,2024-11-23,2,227.71,0
35822,748,2024-04-22,1,473.99,0
36125,521,2024-06-06,5,406.26,0
36231,606,2024-05-18,5,143.14,0
36278,246,2024-11-09,2,65.13,0
36373,901,2024-09-25,1,101.9,0
36683,125,2025-02-21,2,95.77,0
36732,704,2025-01-12,3,90.91,0
36759,952,2024-04-16,5,155.25,0
36855,132,2024-09-22,2,301.92,0
36922,226,2024-10-17,1,254.46,0
36926,350,2024-03-29,2,137.12,0
36989,639,2024-12-22,3,185.56,0
37040,628,2024-07-28,3,421.13,0
37265,162,2024-05-01,3,198.02,0
37275,765,2024-07-22,1,447.13,0
37330,881,2024-03-27,5,219.26,0
37401,861,2024-08-16,1,376.51,0
37422,444,2024-08-28,5,21.72,0
37431,736,2024-04-28,5,422.39,0
37624,681,2025-03-08,1,461,0
37729,180,2024-12-31,2,127.95,0
37762,442,2025-03-07,1,94.6,0
37787,971,2024-08-02,3,91.52,0
37813,792,2024-08-02,5,221.15,0
37821,855,2024-07-12,2,341.18,0
37972,603,2024-10-07,4,316.74,0
38096,826,2024-05-30,1,67.7,0
38114,817,2024-05-09,2,287.85,0
38245,615,2024-11-11,4,340.85,0
38512,976,2025-03-09,5,229.81,0
38523,383,2024-06-20,3,40.44,0
38547,486,2024-12-10,3,474.17,0
38565,884,2024-10-28,5,455.43,0
38645,851,2025-02-12,2,325.23,0
38806,665,2024-07-14,3,149.85,0
38807,756,2024-10-11,4,90.79,0
38808,928,2024-04-21,2,313.67,0
39027,757,2024-12-26,1,274.59,0
39126,225,2024-08-09,3,482.28,0
39236,793,2024-06-05,1,158.11,0
39267,399,2024-10-02,3,153.15,0
39305,846,2024-07-25,4,134.12,0
39329,218,2024-08-28,2,354.8,0
39413,362,2024-10-01,2,327.22,0
39427,292,2024-06-13,3,498.44,0
39659,881,2025-02-26,2,311.84,0
39825,301,2024-03-28,5,353.19,0
39828,953,2025-02-12,3,58.91,0
39858,339,2024-08-29,5,442.3,0
39860,967,2025-03-11,1,77.42,0
39945,273,2024-06-06,5,182.39,0
40110,325,2024-07-03,5,309.54,0
40188,533,2025-02-24,1,475.07,0
40338,310,2024-12-31,5,79.66,0
40540,509,2024-10-25,3,492.35,0
40849,554,2025-01-03,4,59.93,0
41014,569,2024-07-11,1,390.35,0
41063,890,2024-07-21,5,82.41,0
41135,862,2024-08-17,4,57.84,0
41166,783,2024-04-17,5,51.74,0
41333,459,2024-05-04,3,398.31,0
41394,549,2024-12-17,3,429.11,0
41492,631,2024-07-02,2,402.56,0
41567,292,2025-01-25,4,256.18,0
41613,159,2025-02-21,5,487.53,0
41736,457,2024-10-28,4,196.99,0
42068,529,2024-05-12,5,152.81,0
42097,317,2024-05-08,3,213.16,0
42115,135,2024-11-09,4,39.22,0
42128,563,2024-11-13,2,292.9,0
42185,615,2024-09-24,2,86.15,0
42238,756,2024-07-24,4,338.88,0
42739,149,2024-09-29,5,486.9,0
42780,482,2024-11-26,4,121.29,0
42912,811,2024-10-05,5,60.3,0
42991,144,2024-08-24,1,261.6,0
43023,241,2024-11-13,5,395.64,0
43043,203,2025-02-27,5,185.65,0
43115,144,2024-12-28,3,201.32,0
43139,669,2024-07-06,5,12.46,0
43226,221,2024-09-09,1,306.53,0
43279,403,2024-03-30,4,247.25,0
43591,302,2024-06-12,4,170.43,0
43869,306,2024-06-27,2,55.63,0
43949,346,2025-01-28,3,158.75,0
43995,537,2024-04-26,4,375.98,0
44020,798,2024-12-23,5,164.62,0
44035,974,2024-08-10,4,292.12,0
44293,212,2024-10-26,4,337.11,0
44470,188,2024-03-20,5,28.5,0
44592,909,2024-08-17,2,414.37,0
44704,911,2025-02-25,4,37.52,0
44793,401,2024-05-17,5,340.32,0
44902,801,2024-07-12,4,474.25,0
44994,879,2024-12-14,5,269.42,0
45059,856,2025-01-15,1,230.09,0
45081,721,2025-02-05,4,31.75,0
45232,140,2024-05-28,2,139.43,0
45241,448,2024-10-14,5,141.47,0
45242,471,2025-01-14,4,375.91,0
45270,685,2024-04-26,1,410.45,0
45307,162,2025-01-14,1,69.76,0
45326,714,2024-08-15,2,329.92,0
45435,349,2024-07-06,3,421.85,0
45453,363,2024-08-15,3,292.74,0
45508,300,2024-10-15,3,452.9,0
45637,961,2024-10-22,3,228.55,0
45679,470,2025-02-08,4,431.73,0
45699,200,2025-02-03,3,17.95,0
45719,329,2024-08-25,3,348.31,0
45831,685,2025-02-07,1,151.94,0
46001,661,2024-10-14,1,297.8,0
46034,995,2024-04-26,5,115.91,0
46059,266,2025-01-27,4,474.27,0
46239,413,2025-01-26,2,433.67,0
46244,263,2024-07-23,5,272.22,0
46326,625,2024-12-15,4,427.65,0
46587,715,2024-06-26,3,405.02,0
46781,543,2024-07-03,1,282.92,0
46834,506,2024-06-24,5,365.33,0
46965,329,2025-02-21,3,343.98,0
46992,824,2024-05-13,2,227.13,0
47189,700,2024-05-10,1,385.88,0
47212,856,2024-03-28,4,477.68,0
47231,802,2024-11-12,2,128.55,0
47335,776,2024-08-25,5,310.78,0
47342,141,2024-08-30,4,226.23,0
47349,517,2025-01-26,2,382.15,0
47453,175,2024-08-04,2,36.36,0
47485,868,2025-01-16,1,55.6,0
47548,381,2025-01-31,2,226.48,0
47566,574,2024-09-07,4,216.03,0
47601,793,2024-07-31,2,241.9,0
47637,197,2024-09-28,2,484.93,0
47725,320,2024-09-12,3,106.66,0
47814,557,2024-07-17,1,146.28,0
47962,396,2024-06-13,3,23.45,0
47971,363,2024-04-06,5,279.12,0
48216,738,2024-08-12,5,228.23,0
48362,186,2024-05-12,1,81.21,0
48366,292,2024-10-12,3,327.3,0
48519,954,2024-09-22,4,206.28,0
48551,374,2025-01-14,3,215.43,0
48604,899,2024-03-30,5,230.49,0
48665,620,2024-05-14,2,455.6,0
48690,161,2024-04-11,3,139.95,0
48695,545,2024-04-12,4,191.39,0
48725,471,2024-06-02,2,411.33,0
48803,285,2024-09-27,1,481.21,0
48813,395,2025-03-14,1,191.02,0
48855,809,2024-11-05,1,447.49,0
48878,814,2024-09-07,2,83.97,0
48904,931,2025-02-07,3,439.51,0
49017,128,2024-05-07,1,255.32,0
49232,172,2024-07-03,1,415.86,0
49262,910,2024-07-14,3,25.79,0
49331,526,2024-05-21,5,122.23,0
49509,508,2024-08-18,1,194.81,0
49580,828,2024-12-25,1,373.83,0
49651,937,2024-04-08,4,267.72,0
49701,684,2024-04-21,1,107.79,0
49765,389,2024-04-21,3,385.37,0
49769,295,2025-02-11,5,405.77,0
49782,911,2024-10-27,3,427.48,0
49861,832,2024-11-24,2,96.31,0
49956,675,2025-01-17,5,63.52,0
49993,880,2024-03-23,1,162.38,0
50139,905,2024-12-10,4,388,0
50142,347,2024-10-18,2,150.51,0
50145,554,2024-10-26,3,321.07,0
50200,841,2024-05-03,2,257.01,0
50437,220,2024-09-20,2,266.27,0
50447,910,2024-10-21,3,167.32,0
50538,868,2024-10-02,2,246.64,0
50575,107,2024-09-24,4,225.83,0
50771,472,2024-05-16,4,213.76,0
50813,481,2025-01-29,4,173.35,0
50842,300,2024-10-14,3,266.5,0
50848,721,2024-08-27,4,350.05,0
50937,101,2024-11-05,1,92.22,0
50980,688,2024-05-29,2,44.8,0
51031,216,2024-05-25,4,140.73,0
51106,222,2025-03-03,2,148.67,0
51171,608,2024-09-08,1,439.96,0
51301,398,2025-01-07,5,73.19,0
51391,418,2025-02-15,5,246.68,0
51408,511,2025-02-14,2,212.48,0
51458,400,2025-01-27,1,389.49,0
51679,861,2024-03-29,4,101.29,0
51714,479,2024-07-12,3,453.2,0
51729,713,2025-01-24,3,318.44,0
51963,471,2024-08-04,3,149.61,0
51971,990,2024-04-09,4,115.36,0
52052,247,2024-10-27,3,343.78,0
52134,592,2024-04-11,1,340.27,0
52189,653,2024-09-01,1,183.61,0
52213,648,2025-02-21,1,202.55,0
52278,749,2024-07-25,3,461.91,0
52324,932,2024-09-20,2,260.14,0
52435,529,2024-11-11,5,340.31,0
52566,799,2025-01-24,4,114.85,0
52647,806,2024-12-16,4,433.77,0
52736,175,2024-04-15,2,167.59,0
52751,399,2024-09-08,3,250.37,0
52835,159,2024-04-11,2,381.5,0
52849,829,2024-03-20,3,99.38,0
53004,309,2024-09-19,5,249.38,0
53070,503,2024-11-19,5,66.96,0
53191,852,2024-11-21,4,204.56,0
53269,314,2024-08-09,5,346.19,0
53270,848,2024-09-15,1,431.8,0
53474,892,2024-09-26,5,280.15,0
53575,622,2024-05-04,3,75.02,0
53649,742,2024-12-22,1,329.05,0
53652,899,2024-06-14,5,416.12,0
53754,190,2024-07-11,1,92.5,0
53811,551,2024-09-21,5,426.37,0
53843,256,2024-11-12,5,410.55,0
53860,490,2024-05-14,2,179.13,0
53928,624,2024-07-18,5,257.73,0
53977,125,2024-12-17,1,117.37,0
53993,268,2025-03-06,3,280.9,0
54306,409,2024-09-26,1,333.66,0
54318,142,2024-06-29,2,491.97,0
54371,325,2025-02-05,4,156.87,0
54453,246,2025-01-28,2,117.78,0
54459,676,2024-05-22,5,355.4,0
54476,678,2025-01-14,2,184.2,0
54503,416,2024-04-03,2,337.25,0
54614,704,2024-12-10,1,55.6,0
54625,539,2025-01-21,3,99.16,0
54627,297,2024-08-18,1,52.33,0
54630,967,2025-02-05,4,416.89,0
54645,190,2024-07-30,4,354.69,0
54710,343,2024-04-11,5,240.37,0
54869,369,2024-03-29,4,486.84,0
54901,491,2024-06-04,3,376.28,0
54917,405,2024-12-26,4,157.24,0
55003,910,2024-11-13,4,159.14,0
55098,684,2025-02-04,5,23,0
55131,866,2024-11-08,2,148.31,0
55134,837,2024-12-04,4,487.21,0
55184,151,2024-06-09,5,31.41,0
55304,417,2024-11-16,1,36.52,0
55371,753,2024-04-02,4,263.69,0
55421,315,2025-03-16,2,307.12,0
55426,139,2024-12-08,5,448.92,0
55438,716,2024-06-09,3,82.65,0
55539,614,2024-12-13,5,144.95,0
55540,424,2024-10-06,4,225.09,0
55698,776,2025-03-16,4,101.01,0
55865,915,2024-03-26,1,341.89,0
55905,550,2025-03-02,1,99.84,0
55931,431,2024-09-13,2,328.1,0
55956,110,2024-05-17,3,416.88,0
56073,440,2024-05-02,4,121.5,0
56081,502,2025-03-09,5,370.24,0
56269,575,2024-08-25,5,155.73,0
56431,600,2024-07-03,3,150.42,0
56464,361,2024-09-23,1,483.14,0
56589,969,2024-12-27,1,275.82,0
56705,299,2024-08-12,2,168.65,0
56744,798,2024-08-17,5,301.66,0
56829,839,2024-08-04,1,311.67,0
56948,349,2025-01-28,3,350.64,0
56955,922,2024-07-14,1,183.3,0
57116,319,2024-10-06,5,11.73,0
57134,101,2024-08-29,4,49.31,0
57158,294,2024-07-25,4,11.74,0
57240,426,2024-12-12,4,458.08,0
57366,267,2024-05-09,2,331.86,0
57419,222,2024-12-15,2,423.22,0
57449,247,2024-10-20,5,37.52,0
57457,284,2024-05-11,1,80.65,0
57585,394,2025-01-07,4,494.32,0
57960,951,2024-04-09,1,220.22,0
58032,133,2024-04-04,4,14.97,0
58103,389,2025-01-29,3,435.37,0
58130,171,2024-05-17,1,138.55,0
58283,787,2025-01-25,3,138.17,0
58295,187,2024-07-17,3,248.91,0
58363,536,2024-09-02,5,87.27,0
58368,522,2024-12-08,3,162.83,0
58481,128,2024-04-18,4,99.56,0
58706,613,2025-02-07,4,351.62,0
58789,318,2024-07-01,4,49.32,0
58848,876,2024-08-08,2,97.08,0
58911,489,2024-07-03,1,236.22,0
59266,405,2024-10-14,2,486.1,0
59338,937,2025-01-03,4,478.94,0
59486,327,2024-11-29,5,475.62,0
59603,125,2024-09-05,2,402.42,0
59644,139,2024-10-28,5,108.39,0
59875,210,2024-08-02,4,334.76,0
59944,293,2025-02-06,2,361.99,0
60024,643,2024-08-21,5,234.44,0
60036,244,2024-11-27,4,333.23,0
60063,173,2024-12-19,1,432.67,0
60144,287,2025-01-23,4,86.23,0
60294,486,2024-04-19,4,150.77,0
60295,636,2024-09-14,2,349.54,0
60664,809,2024-08-12,3,186.36,0
60712,775,2025-02-09,5,24.18,0
60796,535,2024-06-01,2,241.33,0
60807,798,2025-01-07,1,280.12,0
60808,424,2025-01-08,3,63.59,0
61065,988,2024-04-20,1,465.66,0
61272,192,2024-05-01,3,46.24,0
61294,645,2024-08-23,2,229.57,0
61329,311,2024-12-07,2,50.52,0
61332,200,2024-06-01,2,68.94,0
61358,439,2025-02-26,5,476.53,0
61360,544,2024-12-03,3,457.44,0
61427,410,2024-09-17,4,221.54,0
61595,586,2024-11-01,2,395.01,0
61642,264,2024-11-24,1,241.61,0
61650,804,2024-12-19,2,197.96,0
61717,705,2024-08-31,2,393.49,0
61930,660,2024-04-05,3,362.2,0
61935,484,2024-04-14,3,393.51,0
62030,375,2024-05-28,2,45.89,0
62120,501,2025-03-05,3,456.38,0
62183,568,2024-04-04,2,494.81,0
62189,650,2025-02-21,3,87.23,0
62323,308,2024-11-04,5,228.43,0
62444,222,2024-10-14,3,352.35,0
62506,560,2024-05-09,1,294.45,0
62597,828,2024-08-17,1,132.34,0
62697,774,2024-09-19,2,471.12,0
62699,722,2024-04-11,4,19.28,0
62764,901,2024-11-03,4,36.71,0
62821,146,2025-01-15,5,184.27,0
62824,629,2024-12-25,5,321.94,0
62833,955,2024-04-05,1,457.29,0
62981,200,2024-07-20,2,422.99,0
63014,323,2025-03-12,3,62.81,0
63024,990,2024-12-24,3,480.65,0
63051,525,2024-08-15,1,100.18,0
63100,974,2024-12-18,5,410.6,0
63278,722,2024-05-31,2,215.13,0
63313,182,2024-08-09,5,266.16,0
63665,747,2024-11-14,1,168.47,0
63722,614,2024-06-24,1,404.83,0
63842,781,2024-06-22,2,460.75,0
63872,202,2024-05-10,4,176.72,0
63876,545,2024-09-04,2,107.84,0
63919,209,2024-04-23,3,12.89,0
64016,970,2024-10-29,1,189.89,0
64326,348,2024-08-15,5,275.88,0
64425,780,2024-12-19,5,203.93,0
64496,146,2024-06-18,1,405.91,0
64578,650,2024-07-01,1,35.52,0
64649,438,2024-12-07,5,132.98,0
64684,166,2024-11-16,1,197.69,0
64799,950,2024-10-30,4,346.44,0
65011,938,2025-02-20,4,383.36,0
65102,294,2024-09-10,1,107.09,0
65208,204,2024-10-28,2,230.11,0
65235,554,2024-07-29,1,299.39,0
65284,290,2025-01-14,3,127.78,0
65398,505,2024-11-18,4,222.1,0
65546,575,2024-04-01,4,400.94,0
65571,646,2024-03-20,1,135.56,0
65579,533,2024-10-07,1,142.29,0
65624,732,2024-03-26,2,188.47,0
65789,368,2024-08-12,3,91.58,0
65819,691,2024-06-16,2,255.9,0
66073,983,2025-01-30,2,469.33,0
66122,280,2024-11-06,1,401.05,0
66492,112,2025-02-21,4,375.13,0
66566,794,2024-07-28,5,100.1,0
66682,632,2025-02-04,1,315.09,0
66782,865,2024-07-04,2,62.97,0
66861,360,2025-02-23,3,146.67,0
66977,568,2025-03-18,1,354.32,0
67215,912,2024-12-02,1,242.04,0
67232,645,2024-05-29,2,172.22,0
67405,183,2024-04-13,2,85.31,0
67596,348,2025-02-15,2,276.39,0
67667,854,2024-11-14,3,366.14,0
67837,671,2025-02-02,1,281.72,0
67967,965,2024-05-04,3,495.24,0
68218,680,2024-06-11,4,237.15,0
68220,961,2024-09-15,2,113.21,0
68238,261,2025-03-17,3,332.25,0
68416,311,2024-12-15,5,22.15,0
68604,117,2024-04-07,2,333.05,0
68792,209,2024-11-09,1,119.39,0
68850,484,2025-02-07,1,53.18,0
68904,957,2024-12-16,4,266.13,0
69068,220,2024-09-07,5,252.5,0
69112,234,2024-06-12,2,176.13,0
69170,660,2024-05-30,4,66.56,0
69327,183,2024-08-28,3,105.43,0
69355,683,2024-12-04,1,404.07,0
69487,729,2024-08-31,4,464.28,0
69632,451,2024-11-13,3,87.72,0
69719,941,2024-12-24,2,344.04,0
69817,100,2024-12-12,4,179.94,0
69895,848,2024-04-27,3,435.72,0
69990,839,2024-04-22,2,265.34,0
70242,732,2024-04-21,2,325.89,0
70317,151,2024-08-20,1,357.67,0
70446,918,2024-05-02,5,237.79,0
70476,883,2024-10-13,1,489.19,0
71005,203,2024-09-26,3,129.35,0
71237,588,2024-09-05,4,264.15,0
71248,289,2024-07-01,5,207.28,0
71289,815,2025-01-11,1,450.81,0
71490,364,2024-04-23,1,195.85,0
71609,510,2025-01-22,2,345.89,0
71646,693,2024-09-15,2,60.33,0
71713,819,2024-10-03,3,467.51,0
71870,522,2024-12-30,3,286.01,0
72072,349,2025-02-09,3,475.67,0
72081,563,2024-07-25,3,471.32,0
72159,329,2024-05-12,3,227.07,0
72236,959,2024-07-05,5,110.17,0
72238,435,2024-03-28,2,74.46,0
72286,702,2025-02-07,5,128.45,0
72324,735,2024-04-19,1,267.65,0
72471,557,2024-08-22,3,116.13,0
72701,828,2024-03-22,5,395.78,0
72727,773,2024-12-26,3,153.95,0
73009,569,2024-03-27,4,169.83,0
73069,171,2024-08-01,2,278.91,0
73165,237,2024-12-29,2,240.26,0
73269,748,2025-01-03,2,301.1,0
