product_id,customer_id,review_score,order_date
108,76563,5,2024-10-31
511,76603,5,2025-02-27
691,76799,5,2024-11-08
845,76854,5,2024-09-14
369,77096,5,2024-11-30
371,77150,5,2024-10-10
500,77187,5,2024-05-03
305,77318,5,2025-02-18
509,77451,5,2024-07-20
543,77523,5,2025-01-28
111,77706,5,2024-06-17
994,77823,5,2024-09-27
713,77848,5,2024-07-14
695,77934,5,2025-01-16
313,78056,5,2024-09-21
880,78768,5,2024-08-03
112,78972,5,2024-10-24
190,79004,5,2024-05-14
639,79189,5,2024-08-30
411,79379,5,2024-10-18
568,79723,5,2024-07-16
871,79898,5,2024-03-19
543,80222,5,2024-06-25
882,80803,5,2024-03-24
485,81289,5,2024-07-18
950,81400,5,2024-08-02
611,81507,5,2025-01-13
976,81512,5,2024-12-23
854,81790,5,2024-04-15
889,82077,5,2024-09-14
653,82168,5,2025-01-23
101,82746,5,2024-11-18
486,82817,5,2025-03-13
585,82894,5,2024-12-15
180,82916,5,2024-08-24
892,82989,5,2024-05-24
530,83207,5,2024-05-27
115,83687,5,2024-08-26
395,83983,5,2024-08-01
970,84001,5,2024-09-17
744,84063,5,2025-01-20
844,85139,5,2024-12-13
755,85352,5,2024-07-04
870,85365,5,2024-12-18
519,85518,5,2025-03-11
629,86056,5,2024-05-27
815,87052,5,2024-06-13
977,87140,5,2024-12-02
782,87513,5,2024-05-04
653,87653,5,2024-07-28
285,88015,5,2024-05-20
299,88218,5,2025-02-04
738,88321,5,2024-09-22
393,88885,5,2024-12-13
504,88937,5,2025-01-04
967,89076,5,2024-10-12
567,89618,5,2025-03-01
953,89789,5,2024-04-19
759,89875,5,2025-01-06
576,89887,5,2024-05-13
430,90219,5,2024-07-15
797,90319,5,2024-06-25
799,90933,5,2024-06-21
408,91017,5,2025-01-29
113,91509,5,2025-02-24
632,91742,5,2024-08-11
888,92087,5,2024-03-26
988,92246,5,2025-02-11
693,92654,5,2024-06-10
489,92942,5,2025-01-17
265,92950,5,2024-03-27
847,93038,5,2025-01-06
233,93130,5,2024-07-11
428,93277,5,2024-06-20
734,93644,5,2025-01-31
606,93806,5,2024-05-17
822,94070,5,2024-11-26
837,94108,5,2025-01-20
701,94141,5,2024-09-01
335,94532,5,2024-11-06
241,94597,5,2024-12-28
675,94700,5,2024-06-15
621,95322,5,2025-03-14
394,95354,5,2024-07-13
887,95641,5,2024-05-25
887,96162,5,2024-09-12
415,96190,5,2024-11-04
975,96195,5,2024-09-25
939,96418,5,2024-09-18
598,96700,5,2024-03-27
897,97111,5,2024-09-07
450,97281,5,2024-12-07
512,97390,5,2024-07-24
677,97433,5,2024-07-26
157,98322,5,2024-04-08
471,98418,5,2024-05-28
993,98794,5,2024-07-09
343,99042,5,2024-05-26
622,99677,5,2025-02-15
237,99887,5,2024-09-24
233,99909,5,2024-08-11
297,10486,4,2024-09-13
819,10679,4,2024-04-23
750,11101,4,2024-09-27
787,11578,4,2024-05-22
141,11849,4,2024-08-14
500,12167,4,2024-11-20
816,12469,4,2024-06-24
464,13042,4,2024-05-15
884,13591,4,2024-04-21
311,13595,4,2024-08-02
820,14108,4,2024-09-22
332,14303,4,2024-08-14
923,14487,4,2024-11-01
353,14872,4,2024-03-31
465,15505,4,2024-10-25
852,15625,4,2024-12-31
360,16669,4,2024-05-25
502,17044,4,2024-03-28
291,17341,4,2024-08-10
775,18819,4,2024-06-16
944,19284,4,2024-07-28
886,20019,4,2025-03-04
914,20814,4,2024-12-18
582,21838,4,2024-06-25
766,22360,4,2024-04-19
649,22729,4,2024-03-31
721,23570,4,2024-05-21
869,24024,4,2024-05-09
953,24054,4,2024-11-05
122,24175,4,2025-03-19
943,24426,4,2025-02-07
123,25974,4,2025-02-12
279,26457,4,2024-10-07
762,26759,4,2024-04-30
312,27117,4,2024-11-27
260,27140,4,2024-08-17
635,27148,4,2025-01-07
257,27766,4,2024-09-25
302,27836,4,2024-06-09
580,28844,4,2024-04-30
314,30037,4,2024-08-05
665,30321,4,2024-12-11
209,31245,4,2024-07-25
896,32168,4,2024-09-29
400,32206,4,2024-10-13
667,32978,4,2024-11-11
713,33851,4,2024-11-13
945,34358,4,2025-01-16
111,34740,4,2024-07-04
791,35514,4,2024-08-12
427,35793,4,2024-11-23
226,36922,4,2024-10-17
350,36926,4,2024-03-29
639,36989,4,2024-12-22
162,37265,4,2024-05-01
442,37762,4,2025-03-07
603,37972,4,2024-10-07
817,38114,4,2024-05-09
615,38245,4,2024-11-11
383,38523,4,2024-06-20
486,38547,4,2024-12-10
793,39236,4,2024-06-05
218,39329,4,2024-08-28
881,39659,4,2025-02-26
459,41333,4,2024-05-04
631,41492,4,2024-07-02
159,41613,4,2025-02-21
457,41736,4,2024-10-28
135,42115,4,2024-11-09
615,42185,4,2024-09-24
482,42780,4,2024-11-26
346,43949,4,2025-01-28
798,44020,4,2024-12-23
974,44035,4,2024-08-10
212,44293,4,2024-10-26
140,45232,4,2024-05-28
685,45270,4,2024-04-26
714,45326,4,2024-08-15
685,45831,4,2025-02-07
543,46781,4,2024-07-03
557,47814,4,2024-07-17
363,47971,4,2024-04-06
738,48216,4,2024-08-12
954,48519,4,2024-09-22
899,48604,4,2024-03-30
471,48725,4,2024-06-02
814,48878,4,2024-09-07
128,49017,4,2024-05-07
172,49232,4,2024-07-03
828,49580,4,2024-12-25
675,49956,4,2025-01-17
841,50200,4,2024-05-03
300,50842,4,2024-10-14
511,51408,4,2025-02-14
400,51458,4,2025-01-27
653,52189,4,2024-09-01
932,52324,4,2024-09-20
529,52435,4,2024-11-11
399,52751,4,2024-09-08
159,52835,4,2024-04-11
848,53270,4,2024-09-15
622,53575,4,2024-05-04
742,53649,4,2024-12-22
551,53811,4,2024-09-21
125,53977,4,2024-12-17
142,54318,4,2024-06-29
246,54453,4,2025-01-28
704,54614,4,2024-12-10
539,54625,4,2025-01-21
967,54630,4,2025-02-05
405,54917,4,2024-12-26
315,55421,4,2025-03-16
440,56073,4,2024-05-02
267,57366,4,2024-05-09
171,58130,4,2024-05-17
405,59266,4,2024-10-14
327,59486,4,2024-11-29
293,59944,4,2025-02-06
192,61272,4,2024-05-01
645,61294,4,2024-08-23
439,61358,4,2025-02-26
804,61650,4,2024-12-19
705,61717,4,2024-08-31
308,62323,4,2024-11-04
722,62699,4,2024-04-11
901,62764,4,2024-11-03
614,63722,4,2024-06-24
290,65284,4,2025-01-14
691,65819,4,2024-06-16
794,66566,4,2024-07-28
912,67215,4,2024-12-02
183,67405,4,2024-04-13
680,68218,4,2024-06-11
261,68238,4,2025-03-17
234,69112,4,2024-06-12
183,69327,4,2024-08-28
729,69487,4,2024-08-31
151,70317,4,2024-08-20
918,70446,4,2024-05-02
693,71646,4,2024-09-15
735,72324,4,2024-04-19
748,73269,4,2025-01-03
133,73507,4,2024-12-25
604,73858,4,2024-05-21
834,73957,4,2024-07-28
643,75246,4,2024-08-27
260,75453,4,2024-06-22
107,75474,4,2024-05-22
184,76076,4,2024-12-20
307,76203,4,2024-04-03
447,76569,4,2025-01-12
517,79047,4,2024-09-16
858,79537,4,2024-10-18
295,79954,4,2024-07-25
257,80018,4,2024-11-06
682,81133,4,2024-11-16
792,81439,4,2024-11-17
669,81927,4,2024-05-04
433,81959,4,2025-03-13
254,82689,4,2024-09-23
922,84575,4,2024-11-02
246,84629,4,2024-12-24
129,84661,4,2024-04-04
619,85558,4,2024-04-27
299,85771,4,2024-12-18
141,85934,4,2024-03-23
722,85940,4,2024-07-15
768,86746,4,2024-03-24
937,87200,4,2025-02-11
788,87478,4,2024-04-19
524,88309,4,2024-06-11
244,88797,4,2024-10-26
577,88975,4,2024-11-14
533,89064,4,2024-11-10
358,89104,4,2024-12-07
762,90154,4,2024-07-27
259,90540,4,2024-12-19
556,91161,4,2024-05-29
893,91867,4,2024-05-20
321,91976,4,2025-01-19
344,92393,4,2025-03-12
710,92429,4,2024-09-20
712,92632,4,2024-10-15
964,93036,4,2025-01-28
663,93547,4,2024-06-29
853,93992,4,2024-12-05
701,94304,4,2025-01-26
853,94899,4,2024-03-19
795,94912,4,2024-11-14
672,95940,4,2024-06-24
297,96065,4,2024-07-01
560,97274,4,2025-02-24
640,97829,4,2024-10-09
463,98074,4,2024-08-03
707,98151,4,2024-05-14
606,98186,4,2024-08-25
420,99015,4,2024-10-26
145,99923,4,2024-12-28
318,10254,3,2024-09-10
142,10539,3,2025-03-17
154,11164,3,2024-11-20
202,13112,3,2024-12-15
375,13992,3,2024-09-28
149,14109,3,2024-07-17
865,14284,3,2024-06-05
840,14376,3,2025-02-15
626,15858,3,2024-09-20
157,17277,3,2024-10-21
315,19863,3,2024-05-14
479,21298,3,2025-01-17
248,23008,3,2024-11-01
468,24487,3,2024-07-01
482,25536,3,2024-08-07
657,25761,3,2024-05-11
374,26160,3,2025-03-04
282,26392,3,2025-01-28
864,27462,3,2024-09-08
436,28608,3,2024-04-08
563,30464,3,2024-07-01
898,31412,3,2024-06-17
843,32058,3,2024-05-27
354,32080,3,2024-05-13
157,32363,3,2024-04-19
175,32637,3,2024-07-15
322,32747,3,2024-06-30
177,35603,3,2024-08-15
863,35625,3,2024-11-24
444,37422,3,2024-08-28
292,39427,3,2024-06-13
549,41394,3,2024-12-17
756,42238,3,2024-07-24
669,43139,3,2024-07-06
306,43869,3,2024-06-27
470,45679,3,2025-02-08
329,45719,3,2024-08-25
625,46326,3,2024-12-15
506,46834,3,2024-06-24
574,47566,3,2024-09-07
793,47601,3,2024-07-31
684,49701,3,2024-04-21
905,50139,3,2024-12-10
554,50145,3,2024-10-26
749,52278,3,2024-07-25
175,52736,3,2024-04-15
325,54371,3,2025-02-05
716,55438,3,2024-06-09
550,55905,3,2025-03-02
600,56431,3,2024-07-03
969,56589,3,2024-12-27
951,57960,3,2024-04-09
535,60796,3,2024-06-01
410,61427,3,2024-09-17
501,62120,3,2025-03-05
568,62183,3,2024-04-04
650,62189,3,2025-02-21
828,62597,3,2024-08-17
974,63100,3,2024-12-18
294,65102,3,2024-09-10
554,65235,3,2024-07-29
839,69990,3,2024-04-22
883,70476,3,2024-10-13
588,71237,3,2024-09-05
354,74049,3,2024-10-07
538,75278,3,2025-03-03
417,75314,3,2024-05-31
175,75395,3,2025-03-19
775,75434,3,2024-12-03
783,75854,3,2024-10-08
370,75860,3,2024-07-02
167,77178,3,2024-09-17
845,77455,3,2024-06-29
744,77729,3,2024-03-23
633,77850,3,2024-06-19
620,77884,3,2024-12-05
909,78620,3,2024-07-11
158,78752,3,2024-04-07
977,79715,3,2024-11-22
825,79864,3,2024-04-07
664,79880,3,2024-06-01
867,80441,3,2024-07-26
317,80473,3,2024-10-21
114,80835,3,2024-12-26
511,80882,3,2025-02-27
110,81394,3,2024-12-17
738,83914,3,2024-07-12
122,84328,3,2025-02-06
292,84978,3,2024-09-05
988,86435,3,2024-07-30
279,86646,3,2024-09-20
352,86737,3,2025-01-16
124,89639,3,2024-07-17
114,90329,3,2024-08-17
110,91463,3,2024-09-27
497,91781,3,2024-03-20
118,91997,3,2024-03-21
874,94503,3,2024-09-24
551,95344,3,2024-10-12
955,95795,3,2024-06-28
526,96551,3,2024-10-21
146,96862,3,2024-09-28
148,96947,3,2025-01-27
663,97102,3,2024-03-28
739,99243,3,2025-01-25
618,99315,3,2024-10-03
186,99414,3,2024-08-17
510,99828,3,2024-09-12
453,99850,3,2025-02-27
816,11363,2,2024-10-02
798,12945,2,2024-09-30
232,13356,2,2024-12-27
591,13431,2,2025-01-03
914,17305,2,2024-12-26
633,19293,2,2024-06-20
798,19845,2,2024-10-26
133,20393,2,2025-02-28
351,22604,2,2025-02-08
737,23300,2,2024-06-05
558,23747,2,2024-08-15
547,23807,2,2024-12-02
576,25370,2,2024-09-09
889,28186,2,2024-05-17
651,30444,2,2024-12-24
881,37330,2,2024-03-27
846,39305,2,2024-07-25
273,39945,2,2024-06-06
310,40338,2,2024-12-31
144,42991,2,2024-08-24
403,43279,2,2024-03-30
471,45242,2,2025-01-14
802,47231,2,2024-11-12
175,47453,2,2024-08-04
220,50437,2,2024-09-20
799,52566,2,2025-01-24
190,53754,2,2024-07-11
490,53860,2,2024-05-14
416,54503,2,2024-04-03
299,56705,2,2024-08-12
222,57419,2,2024-12-15
125,59603,2,2024-09-05
660,61930,2,2024-04-05
484,61935,2,2024-04-14
146,62821,2,2025-01-15
629,62824,2,2024-12-25
209,63919,2,2024-04-23
575,65546,2,2024-04-01
732,70242,2,2024-04-21
819,71713,2,2024-10-03
702,72286,2,2025-02-07
569,73009,2,2024-03-27
179,74178,2,2024-12-13
225,74278,2,2024-10-13
635,77157,2,2025-01-07
261,82793,2,2025-01-01
182,89883,2,2024-05-25
979,94316,2,2024-06-14
126,95274,2,2024-05-15
960,98227,2,2024-05-25
703,98997,2,2024-10-22
575,11108,1,2024-06-26
374,11455,1,2024-04-14
958,12544,1,2024-07-02
784,13542,1,2024-12-17
222,14520,1,2024-12-22
119,15824,1,2024-12-25
427,19180,1,2024-08-17
177,20658,1,2024-11-06
478,20938,1,2024-10-22
344,24078,1,2024-11-29
568,24147,1,2024-08-23
644,25229,1,2024-10-09
874,25747,1,2025-03-18
247,25897,1,2024-11-22
366,27584,1,2025-01-10
180,29275,1,2024-11-23
336,32569,1,2025-02-06
732,33678,1,2024-04-01
739,35219,1,2025-01-03
901,36373,1,2024-09-25
180,37729,1,2024-12-31
362,39413,1,2024-10-01
890,41063,1,2024-07-21
401,44793,1,2024-05-17
856,45059,1,2025-01-15
162,45307,1,2025-01-14
381,47548,1,2025-01-31
389,49765,1,2024-04-21
721,50848,1,2024-08-27
592,52134,1,2024-04-11
424,55540,1,2024-10-06
247,57449,1,2024-10-20
937,59338,1,2025-01-03
988,61065,1,2024-04-20
560,62506,1,2024-05-09
955,62833,1,2024-04-05
182,63313,1,2024-08-09
202,63872,1,2024-05-10
545,63876,1,2024-09-04
146,64496,1,2024-06-18
650,64578,1,2024-07-01
505,65398,1,2024-11-18
360,66861,1,2025-02-23
645,67232,1,2024-05-29
961,68220,1,2024-09-15
484,68850,1,2025-02-07
364,71490,1,2024-04-23
237,73165,1,2024-12-29
610,78206,1,2024-08-17
388,79582,1,2025-01-17
763,82764,1,2024-04-23
992,88142,1,2024-11-09
452,88802,1,2024-11-12
775,93329,1,2024-10-01
907,93539,1,2025-02-25
573,93989,1,2024-04-25
842,96568,1,2024-03-21
665,99026,1,2024-08-18
928,99133,1,2025-01-05
455,10201,0,2024-10-14
643,10403,0,2024-05-03
231,13011,0,2024-07-29
436,14029,0,2025-02-20
513,14276,0,2024-09-14
761,14447,0,2024-03-20
589,14911,0,2025-01-18
128,15545,0,2024-12-08
649,15676,0,2024-04-22
628,16119,0,2024-12-03
333,16797,0,2024-07-27
991,16865,0,2025-01-06
542,17263,0,2024-06-10
877,18511,0,2024-04-07
860,18860,0,2025-01-13
433,19405,0,2024-06-29
747,19925,0,2025-01-29
602,20485,0,2024-06-07
707,20636,0,2024-03-22
941,20770,0,2024-11-01
499,20853,0,2024-07-10
327,21063,0,2025-01-23
719,21109,0,2024-07-17
499,21565,0,2024-08-13
395,21664,0,2024-06-10
682,23188,0,2024-06-01
158,23672,0,2024-10-30
371,23687,0,2025-03-03
761,24025,0,2024-10-16
797,24639,0,2024-05-30
448,25952,0,2024-12-30
480,25985,0,2025-02-07
985,26545,0,2024-05-08
405,27282,0,2024-07-15
398,28063,0,2024-05-03
973,28381,0,2024-04-26
184,28742,0,2024-06-02
355,29111,0,2024-11-12
506,29123,0,2024-09-12
491,29197,0,2024-06-26
386,30197,0,2024-07-09
411,30282,0,2025-02-19
226,31253,0,2024-12-11
775,31600,0,2025-02-19
897,32037,0,2024-11-07
978,32285,0,2024-08-23
359,32787,0,2024-12-05
157,35088,0,2024-08-14
106,35152,0,2025-03-01
374,35717,0,2025-03-10
521,36125,0,2024-06-06
246,36278,0,2024-11-09
125,36683,0,2025-02-21
952,36759,0,2024-04-16
132,36855,0,2024-09-22
861,37401,0,2024-08-16
756,38807,0,2024-10-11
757,39027,0,2024-12-26
325,40110,0,2024-07-03
533,40188,0,2025-02-24
554,40849,0,2025-01-03
783,41166,0,2024-04-17
292,41567,0,2025-01-25
563,42128,0,2024-11-13
811,42912,0,2024-10-05
241,43023,0,2024-11-13
203,43043,0,2025-02-27
144,43115,0,2024-12-28
537,43995,0,2024-04-26
909,44592,0,2024-08-17
911,44704,0,2025-02-25
721,45081,0,2025-02-05
448,45241,0,2024-10-14
363,45453,0,2024-08-15
961,45637,0,2024-10-22
661,46001,0,2024-10-14
995,46034,0,2024-04-26
413,46239,0,2025-01-26
715,46587,0,2024-06-26
824,46992,0,2024-05-13
856,47212,0,2024-03-28
197,47637,0,2024-09-28
320,47725,0,2024-09-12
396,47962,0,2024-06-13
186,48362,0,2024-05-12
809,48855,0,2024-11-05
937,49651,0,2024-04-08
295,49769,0,2025-02-11
347,50142,0,2024-10-18
107,50575,0,2024-09-24
216,51031,0,2024-05-25
990,51971,0,2024-04-09
247,52052,0,2024-10-27
829,52849,0,2024-03-20
309,53004,0,2024-09-19
852,53191,0,2024-11-21
892,53474,0,2024-09-26
409,54306,0,2024-09-26
297,54627,0,2024-08-18
910,55003,0,2024-11-13
837,55134,0,2024-12-04
417,55304,0,2024-11-16
110,55956,0,2024-05-17
502,56081,0,2025-03-09
575,56269,0,2024-08-25
798,56744,0,2024-08-17
839,56829,0,2024-08-04
349,56948,0,2025-01-28
319,57116,0,2024-10-06
101,57134,0,2024-08-29
133,58032,0,2024-04-04
389,58103,0,2025-01-29
643,60024,0,2024-08-21
244,60036,0,2024-11-27
287,60144,0,2025-01-23
809,60664,0,2024-08-12
798,60807,0,2025-01-07
200,61332,0,2024-06-01
774,62697,0,2024-09-19
323,63014,0,2025-03-12
747,63665,0,2024-11-14
348,64326,0,2024-08-15
438,64649,0,2024-12-07
950,64799,0,2024-10-30
646,65571,0,2024-03-20
280,66122,0,2024-11-06
965,67967,0,2024-05-04
117,68604,0,2024-04-07
451,69632,0,2024-11-13
100,69817,0,2024-12-12
815,71289,0,2025-01-11
510,71609,0,2025-01-22
563,72081,0,2024-07-25
773,72727,0,2024-12-26
311,73536,0,2024-06-12
248,76010,0,2024-09-24
362,76490,0,2024-12-17
973,77076,0,2024-05-27
157,78277,0,2025-01-17
460,79018,0,2024-09-08
247,79470,0,2025-03-12
880,79476,0,2024-09-20
706,79809,0,2024-06-07
246,79928,0,2024-12-16
858,79948,0,2024-08-14
681,80435,0,2024-07-05
105,81896,0,2025-01-20
983,82649,0,2024-11-26
410,82700,0,2024-05-30
597,82756,0,2024-09-28
952,82945,0,2024-05-23
144,84308,0,2024-06-26
624,84736,0,2024-06-27
614,84845,0,2024-05-15
186,84937,0,2024-05-02
434,84991,0,2024-11-20
260,85009,0,2025-01-23
189,85614,0,2025-03-13
263,86183,0,2025-02-21
102,86727,0,2025-03-10
234,87219,0,2024-05-06
199,87467,0,2024-10-05
775,87690,0,2024-04-08
836,87787,0,2024-05-13
535,88424,0,2024-06-06
397,89114,0,2024-07-14
276,89312,0,2024-08-30
774,89576,0,2024-09-21
941,89715,0,2024-07-06
739,90560,0,2024-05-26
280,90910,0,2024-04-17
360,90952,0,2024-09-05
417,91430,0,2024-11-08
961,92232,0,2024-03-28
555,92276,0,2024-07-11
445,92290,0,2024-11-06
170,92507,0,2024-07-19
634,92572,0,2024-06-29
727,92859,0,2024-09-12
716,92929,0,2024-10-13
482,93663,0,2024-04-25
424,95874,0,2024-12-30
804,95980,0,2024-12-06
595,96041,0,2024-09-22
136,96221,0,2025-02-14
674,96674,0,2024-04-30
712,97308,0,2024-05-21
770,97350,0,2025-03-06
626,97353,0,2025-02-20
967,97874,0,2024-05-30
759,98156,0,2024-03-20
332,98363,0,2025-01-30
886,98627,0,2025-01-24
260,98713,0,2025-02-05
395,99182,0,2024-12-19
842,99233,0,2024-09-08
426,99259,0,2024-09-04
532,99265,0,2024-08-24
